state,government_function,full_time_equivalent_employees,full_time_equivalent_employees_coefficient_of_variation_as_percent,total_march_pay,total_march_pay_coefficient_of_variation_as_percent,full_time_employees,full_time_employees_coefficient_of_variation_as_percent,part_time_employees,part_time_employees_coefficient_of_variation_as_percent,full_time_pay,full_time_pay_coefficient_of_variation_as_percent,part_time_pay,part_time_pay_coefficient_of_variation_as_percent,part_time_hours_march,part_time_hours_march_coefficient_of_variation_as_percent,year
NV,hospitals,5019,0,19709337,0,4626,0,517,0,18381308,0,1328029,0,69028,0,2002
NV,solid waste management,83,0,298443,0,81,0,4,0,295238,0,3205,0,333,0,2002
NV,sewerage,748,0,3384583,0,741,0,14,0,3363107,0,21476,0,1374,0,2002
NV,parks and recreation,2819,0,8459896,0,1772,0,3268,0,6589011,0,1870885,0,180415,0,2002
NV,housing and community development,630,0,2408462,0,622,0,15,0,2389997,0,18465,0,1213,0,2002
NV,natural resources,157,0,568382,0,145,0,46,0,543421,0,24961,0,2167,0,2002
NV,water transport and terminals,1731,0,8145674,0,1710,0,52,0,8085092,0,60582,0,3597,0,2002
NV,electric power,73,0,305756,0,70,0,7,0,298097,0,7659,0,593,0,2002
NV,gas supply,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002
NV,transit,238,0,1099493,0,230,0,15,0,1073595,0,25898,0,1515,0,2002
NV,education - elementary and secondary instructional,21983,0,79510381,0,20175,0,5068,0,73651513,0,5858868,0,313149,0,2002
NV,education - elementary and secondary other,11773,0,33133577,0,6879,0,7338,0,22886942,0,10246635,0,857527,0,2002
NV,education - higher education instructional,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002
NV,education - higher education other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002
NV,libraries,797,0,2505293,0,592,0,502,0,2093861,0,411432,0,35787,0,2002
NV,other and unallocable,1836,0,7473714,0,1617,0,531,0,7097746,0,375968,0,38785,0,2002
NH,total,46277,0,132335699,0,39908,0,15980,0,119603300,0,12732399,0,1085478,0,2002
NH,financial administration,891,0,2692012,0,755,0,431,0,2351721,0,340291,0,24967,0,2002
NH,other government administration,888,0,2853861,0,752,0,665,0,2513025,0,340836,0,24481,0,2002
NH,judicial and legal,282,0,968392,0,215,0,167,0,814212,0,154180,0,11967,0,2002
NH,police protection - officers,2387,0,9472088,0,2207,0,519,0,9042336,0,429752,0,33499,0,2002
NH,police protection - other,683,0,1784769,0,559,0,344,0,1533337,0,251432,0,21413,0,2002
NH,fire protection - firefighters,1516,0,5796227,0,1344,0,1601,0,5497091,0,299136,0,30353,0,2002
NH,fire protection - other,84,0,241524,0,71,0,31,0,215460,0,26064,0,2332,0,2002
NH,corrections,521,0,1616596,0,508,0,25,0,1590976,0,25620,0,2145,0,2002
NH,highways,1614,0,4820653,0,1533,0,175,0,4651903,0,168750,0,13664,0,2002
NH,air transportation,75,0,293517,0,70,0,8,0,283216,0,10301,0,846,0,2002
NH,water transport and terminals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002
NH,public welfare,2437,0,5818254,0,1770,0,1072,0,4487944,0,1330310,0,117051,0,2002
NH,health,190,0,600974,0,148,0,156,0,507691,0,93283,0,7621,0,2002
NH,hospitals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002
NH,solid waste management,544,0,1426470,0,438,0,307,0,1234593,0,191877,0,19186,0,2002
NH,sewerage,310,0,1041913,0,290,0,59,0,989406,0,52507,0,3293,0,2002
NH,parks and recreation,387,0,989058,0,266,0,382,0,776423,0,212635,0,21537,0,2002
NH,housing and community development,413,0,1107084,0,374,0,74,0,1039850,0,67234,0,6011,0,2002
NH,natural resources,42,0,99289,0,37,0,17,0,87579,0,11710,0,1019,0,2002
NH,water transport and terminals,321,0,1052527,0,300,0,122,0,997201,0,55326,0,4023,0,2002
NH,electric power,8,0,21386,0,5,0,6,0,15528,0,5858,0,481,0,2002
NH,gas supply,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002
NH,transit,83,0,210029,0,43,0,73,0,133372,0,76657,0,6962,0,2002
NH,education - elementary and secondary instructional,24820,0,72742309,0,22394,0,5028,0,67458166,0,5284143,0,400462,0,2002
NH,education - elementary and secondary other,6602,0,13808580,0,5100,0,3020,0,11315305,0,2493275,0,251007,0,2002
NH,education - higher education instructional,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002
NH,education - higher education other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002
NH,libraries,595,0,1446974,0,366,0,666,0,1000158,0,446816,0,42010,0,2002
NH,other and unallocable,584,0,1431213,0,363,0,1032,0,1066807,0,364406,0,39148,0,2002
NJ,total,337703,0,1375473542,0,307134,0,84530,0,1303736103,0,71737439,0,5100543,0,2002
NJ,financial administration,5332,0,19682837,0,4863,0,1309,0,18061412,0,1621425,0,82991,0,2002
NJ,other government administration,7011,0,24823229,0,6138,0,3934,0,21727689,0,3095540,0,149304,0,2002
NJ,judicial and legal,7332,0,32009374,0,6719,0,2106,0,29379264,0,2630110,0,106784,0,2002
NJ,police protection - officers,24128,0,136937157,0,23643,0,1291,0,135920365,0,1016792,0,84344,0,2002
NJ,police protection - other,7094,0,18282945,0,4546,0,6849,0,13027709,0,5255236,0,438555,0,2002
NJ,fire protection - firefighters,7254,0,40732681,0,7015,0,779,0,40206151,0,526530,0,41216,0,2002
NJ,fire protection - other,639,0,2048679,0,490,0,660,0,1587152,0,461527,0,28085,0,2002
NJ,corrections,6966,0,29605346,0,6884,0,188,0,29364903,0,240443,0,14310,0,2002
NJ,highways,10270,0,36799955,0,10062,0,500,0,36346736,0,453219,0,35822,0,2002
NJ,air transportation,34,0,147747,0,34,0,0,0,147747,0,0,0,0,0,2002
NJ,water transport and terminals,3,0,12305,0,3,0,2,0,11324,0,981,0,77,0,2002
NJ,public welfare,11499,0,37125759,0,10933,0,1390,0,35449593,0,1676166,0,98908,0,2002
NJ,health,4165,0,14766286,0,3687,0,1408,0,13461317,0,1304969,0,83981,0,2002
NJ,hospitals,2039,0,7444310,0,1914,0,234,0,7081142,0,363168,0,21541,0,2002
NJ,solid waste management,4830,0,15488104,0,4604,0,515,0,15057957,0,430147,0,38484,0,2002
NJ,sewerage,5061,0,19970079,0,4969,0,416,0,19719991,0,250088,0,16604,0,2002
NJ,parks and recreation,5838,0,16249152,0,4344,0,4649,0,13576233,0,2672919,0,253671,0,2002
NJ,housing and community development,4628,0,15196802,0,4364,0,646,0,14626715,0,570087,0,45883,0,2002
NJ,natural resources,501,0,1534038,0,479,0,64,0,1472769,0,61269,0,4074,0,2002
NJ,water transport and terminals,2540,0,9614495,0,2486,0,208,0,9466234,0,148261,0,9631,0,2002
NJ,electric power,196,0,930823,0,191,0,16,0,895439,0,35384,0,959,0,2002
NJ,gas supply,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002
NJ,transit,540,0,2017794,0,513,0,61,0,1955029,0,62765,0,4560,0,2002
NJ,education - elementary and secondary instructional,144644,0,674934272,0,135668,0,23503,0,651355978,0,23578294,0,1457028,0,2002
NJ,education - elementary and secondary other,51910,0,146616574,0,44839,0,19053,0,132932937,0,13683637,0,1163207,0,2002
NJ,education - higher education instructional,4156,0,16247770,0,2341,0,5044,0,11773736,0,4474034,0,297326,0,2002
NJ,education - higher education other,6143,0,17398935,0,4619,0,3605,0,15112417,0,2286518,0,250704,0,2002
NJ,libraries,4889,0,13473681,0,3496,0,3776,0,10739360,0,2734321,0,238658,0,2002
NJ,other and unallocable,8061,0,25382413,0,7290,0,2324,0,23278804,0,2103609,0,133836,0,2002
NM,total,72769,0,193774070,0,68367,0,13433,0,184721700,0,9052370,0,756980,0,2002
NM,financial administration,2086,0,5458865,0,2016,0,133,0,5315444,0,143421,0,12625,0,2002
NM,other government administration,1821,0,5152857,0,1728,0,464,0,4928113,0,224744,0,16684,0,2002
NM,judicial and legal,374,0,1087102,0,309,0,178,0,949852,0,137250,0,12193,0,2002
NM,police protection - officers,3638,0,11993141,0,3583,0,80,0,11901765,0,91376,0,9691,0,2002
NM,police protection - other,1485,0,3331440,0,1263,0,454,0,2861748,0,469692,0,39223,0,2002
NM,fire protection - firefighters,1815,0,6061789,0,1797,0,113,0,6031934,0,29855,0,3662,0,2002
NM,fire protection - other,137,0,409236,0,133,0,12,0,401961,0,7275,0,854,0,2002
NM,corrections,1545,0,4000396,0,1518,0,53,0,3946839,0,53557,0,4670,0,2002
NM,highways,1847,0,4262023,0,1808,0,51,0,4191505,0,70518,0,6573,0,2002
NM,air transportation,291,0,729432,0,280,0,16,0,711389,0,18043,0,1891,0,2002
NM,water transport and terminals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002
NM,public welfare,906,0,1865111,0,633,0,430,0,1438754,0,426357,0,48027,0,2002
NM,health,365,0,946905,0,353,0,27,0,929915,0,16990,0,1865,0,2002
NM,hospitals,846,0,2303946,0,690,0,314,0,1960353,0,343593,0,27325,0,2002
NM,solid waste management,1098,0,2656969,0,1049,0,89,0,2573551,0,83418,0,8472,0,2002
NM,sewerage,645,0,1795116,0,620,0,33,0,1754909,0,40207,0,4317,0,2002
NM,parks and recreation,1954,0,4366905,0,1610,0,674,0,3859552,0,507353,0,60731,0,2002
NM,housing and community development,465,0,1177427,0,442,0,64,0,1144653,0,32774,0,4086,0,2002
NM,natural resources,477,0,1132076,0,458,0,112,0,1089661,0,42415,0,4255,0,2002
NM,water transport and terminals,1003,0,2823131,0,986,0,36,0,2796436,0,26695,0,2855,0,2002
NM,electric power,232,0,863903,0,231,0,2,0,860724,0,3179,0,149,0,2002
NM,gas supply,125,0,355105,0,115,0,15,0,331112,0,23993,0,1900,0,2002
NM,transit,683,0,1787168,0,649,0,52,0,1705801,0,81367,0,6137,0,2002
NM,education - elementary and secondary instructional,32917,0,94450759,0,31741,0,4900,0,91310645,0,3140114,0,195352,0,2002
NM,education - elementary and secondary other,11309,0,22924372,0,10372,0,2736,0,21510114,0,1414258,0,156846,0,2002
NM,education - higher education instructional,798,0,2988266,0,620,0,916,0,2199353,0,788913,0,30973,0,2002
NM,education - higher education other,2061,0,4729597,0,1697,0,1012,0,4206286,0,523311,0,63943,0,2002
NM,libraries,539,0,1208649,0,428,0,215,0,1017148,0,191501,0,19330,0,2002
NM,other and unallocable,1307,0,2912384,0,1238,0,252,0,2792183,0,120201,0,12351,0,2002
NY,total,960033,0,4046628515,0,854334,0,224373,0,3787754379,0,258874136,0,16568746,0,2002
NY,financial administration,12997,0,52473763,0,11561,0,3585,0,48408327,0,4065436,0,248910,0,2002
NY,other government administration,15474,0,54745122,0,12458,0,13113,0,46613875,0,8131247,0,517345,0,2002
NY,judicial and legal,12179,0,57978529,0,10871,0,4271,0,53306000,0,4672529,0,231691,0,2002
NY,police protection - officers,72167,0,452902684,0,66819,0,9054,0,431396623,0,21506061,0,845761,0,2002
NY,police protection - other,10480,0,46555270,0,8361,0,5114,0,41385681,0,5169589,0,363863,0,2002
NY,fire protection - firefighters,21060,0,132667979,0,20795,0,997,0,131980585,0,687394,0,46844,0,2002
NY,fire protection - other,2591,0,14342189,0,2339,0,1168,0,13666211,0,675978,0,47796,0,2002
NY,corrections,26474,0,134495656,0,25892,0,1063,0,132993403,0,1502253,0,95208,0,2002
NY,highways,27500,0,109560548,0,26825,0,2239,0,107069836,0,2490712,0,118033,0,2002
NY,air transportation,1539,0,7884134,0,1525,0,33,0,7855948,0,28186,0,2704,0,2002
NY,water transport and terminals,262,0,1357686,0,245,0,20,0,1338716,0,18970,0,3020,0,2002
NY,public welfare,51689,0,187219487,0,47020,0,7106,0,171953090,0,15266397,0,749524,0,2002
NY,health,18781,0,75491250,0,15283,0,5479,0,63381885,0,12109365,0,558959,0,2002
NY,hospitals,49441,0,208664255,0,45028,0,5551,0,192781610,0,15882645,0,704302,0,2002
NY,solid waste management,15527,0,80679429,0,14951,0,1059,0,79568723,0,1110706,0,100896,0,2002
NY,sewerage,6712,0,28482129,0,6574,0,402,0,27979014,0,503115,0,24392,0,2002
NY,parks and recreation,10877,0,33387880,0,7319,0,8237,0,26001315,0,7386565,0,591252,0,2002
NY,housing and community development,19839,0,86253018,0,19261,0,1324,0,84997673,0,1255345,0,92300,0,2002
NY,natural resources,360,0,1381912,0,329,0,70,0,1325473,0,56439,0,5017,0,2002
NY,water transport and terminals,6412,0,27440892,0,6208,0,691,0,26808345,0,632547,0,37476,0,2002
NY,electric power,550,0,2417885,0,537,0,46,0,2381849,0,36036,0,2388,0,2002
NY,gas supply,9,0,30711,0,9,0,3,0,30261,0,450,0,45,0,2002
NY,transit,49649,0,245467981,0,49182,0,718,0,244558729,0,909252,0,75144,0,2002
NY,education - elementary and secondary instructional,335915,0,1418061726,0,313271,0,48335,0,1366695866,0,51365860,0,3502152,0,2002
NY,education - elementary and secondary other,137855,0,373117583,0,99451,0,67518,0,301690877,0,71426706,0,5704315,0,2002
NY,education - higher education instructional,10667,0,46163868,0,6832,0,11499,0,33513776,0,12650092,0,634211,0,2002
NY,education - higher education other,12754,0,38285658,0,9539,0,10505,0,30422145,0,7863513,0,531235,0,2002
NY,libraries,9208,0,25402969,0,6440,0,7445,0,20454806,0,4948163,0,449966,0,2002
NY,other and unallocable,21065,0,103716322,0,19409,0,7728,0,97193737,0,6522585,0,283997,0,2002
NC,total,338804,0,967993184,0,310002,0,81762,0,906560773,0,61432411,0,5059158,0,2002
NC,financial administration,6172,0,18290332,0,5997,0,394,0,17900130,0,390202,0,30569,0,2002
NC,other government administration,4836,0,15618153,0,4526,0,2076,0,14656368,0,961785,0,57074,0,2002
NC,judicial and legal,818,0,2636632,0,775,0,94,0,2535973,0,100659,0,7782,0,2002
NC,police protection - officers,16505,0,50277631,0,16274,0,651,0,49830271,0,447360,0,41669,0,2002
NC,police protection - other,3518,0,8994350,0,3273,0,807,0,8517429,0,476921,0,43739,0,2002
NC,fire protection - firefighters,6855,0,21130057,0,6698,0,792,0,20865576,0,264481,0,28358,0,2002
NC,fire protection - other,368,0,1160400,0,352,0,40,0,1133347,0,27053,0,2715,0,2002
NC,corrections,4084,0,10272296,0,3999,0,198,0,10118506,0,153790,0,15112,0,2002
NC,highways,3768,0,9370894,0,3703,0,151,0,9240773,0,130121,0,11847,0,2002
NC,air transportation,787,0,2469994,0,693,0,206,0,2311925,0,158069,0,16479,0,2002
NC,water transport and terminals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002
NC,public welfare,14565,0,36223516,0,13757,0,1513,0,34874467,0,1349049,0,140506,0,2002
NC,health,20802,0,56440619,0,19716,0,2611,0,53874818,0,2565801,0,188758,0,2002
NC,hospitals,24415,0,76258367,0,23047,0,2887,0,72237299,0,4021068,0,240134,0,2002
NC,solid waste management,4890,0,10355276,0,4413,0,905,0,9737175,0,618101,0,82627,0,2002
NC,sewerage,3661,0,9987040,0,3636,0,75,0,9937868,0,49172,0,4543,0,2002
NC,parks and recreation,5125,0,11283024,0,3901,0,3385,0,9559167,0,1723857,0,213936,0,2002
NC,housing and community development,2841,0,7778043,0,2729,0,203,0,7573848,0,204195,0,19955,0,2002
NC,natural resources,1074,0,2348529,0,978,0,231,0,2170416,0,178113,0,16938,0,2002
NC,water transport and terminals,4269,0,11322537,0,4185,0,228,0,11144336,0,178201,0,14901,0,2002
NC,electric power,1312,0,4453408,0,1302,0,34,0,4427778,0,25630,0,2013,0,2002
NC,gas supply,154,0,436842,0,153,0,4,0,435101,0,1741,0,120,0,2002
NC,transit,801,0,1850677,0,688,0,201,0,1679407,0,171270,0,19726,0,2002
NC,education - elementary and secondary instructional,132237,0,421346983,0,124473,0,22181,0,401700266,0,19646717,0,1366385,0,2002
NC,education - elementary and secondary other,45148,0,91310444,0,36430,0,19241,0,77097725,0,14212719,0,1534644,0,2002
NC,education - higher education instructional,8297,0,30029427,0,5420,0,14052,0,21273646,0,8755781,0,502826,0,2002
NC,education - higher education other,8583,0,23482742,0,7074,0,5801,0,20660578,0,2822164,0,263838,0,2002
NC,libraries,2772,0,6442427,0,2265,0,1285,0,5648078,0,794349,0,87405,0,2002
NC,other and unallocable,10147,0,26422544,0,9545,0,1516,0,25418502,0,1004042,0,104559,0,2002
ND,total,22893,0,64196007,0,19134,0,17481,0,57179577,0,7016430,0,691580,0,2002
ND,financial administration,649,0,1736727,0,571,0,1821,0,1506356,0,230371,0,21936,0,2002
ND,other government administration,353,0,940180,0,265,0,6667,0,571062,0,369118,0,26715,0,2002
ND,judicial and legal,276,0,779556,0,253,0,173,0,682364,0,97192,0,4971,0,2002
ND,police protection - officers,965,0,2921702,0,946,0,69,0,2880284,0,41418,0,3835,0,2002
ND,police protection - other,229,0,497906,0,219,0,29,0,479246,0,18660,0,1879,0,2002
ND,fire protection - firefighters,296,0,975344,0,280,0,325,0,953829,0,21515,0,3152,0,2002
ND,fire protection - other,24,0,78550,0,24,0,46,0,74946,0,3604,0,423,0,2002
ND,corrections,237,0,550389,0,201,0,88,0,487671,0,62718,0,6662,0,2002
ND,highways,1110,0,2895797,0,1065,0,300,0,2793257,0,102540,0,10614,0,2002
ND,air transportation,93,0,293321,0,83,0,45,0,272967,0,20354,0,2170,0,2002
ND,water transport and terminals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002
ND,public welfare,934,0,2185259,0,825,0,270,0,1972485,0,212774,0,19170,0,2002
ND,health,500,0,1388388,0,366,0,405,0,1024526,0,363862,0,23023,0,2002
ND,hospitals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002
ND,solid waste management,292,0,731644,0,262,0,96,0,684930,0,46714,0,5389,0,2002
ND,sewerage,154,0,428276,0,145,0,69,0,410336,0,17940,0,2055,0,2002
ND,parks and recreation,840,0,1461559,0,408,0,1468,0,956589,0,504970,0,76224,0,2002
ND,housing and community development,309,0,670480,0,271,0,114,0,609573,0,60907,0,6765,0,2002
ND,natural resources,219,0,448876,0,169,0,195,0,363317,0,85559,0,8311,0,2002
ND,water transport and terminals,307,0,831319,0,279,0,169,0,773400,0,57919,0,6508,0,2002
ND,electric power,8,0,22089,0,7,0,5,0,19543,0,2546,0,181,0,2002
ND,gas supply,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002
ND,transit,40,0,96588,0,31,0,18,0,80596,0,15992,0,1626,0,2002
ND,education - elementary and secondary instructional,10765,0,35060945,0,9376,0,2193,0,32519732,0,2541213,0,245963,0,2002
ND,education - elementary and secondary other,3832,0,8093157,0,2735,0,2382,0,6146485,0,1946672,0,193193,0,2002
ND,libraries,109,0,230272,0,59,0,164,0,153933,0,76339,0,9262,0,2002
ND,other and unallocable,352,0,877683,0,294,0,370,0,762150,0,115533,0,11553,0,2002
OH,total,479335,0,1501361098,0,421560,0,135720,0,1382729989,0,118631109,0,9857369,0,2002
OH,financial administration,8207,0,24955316,0,7643,0,1551,0,23439049,0,1516267,0,111030,0,2002
OH,other government administration,9938,0,31508191,0,7721,0,12887,0,24599827,0,6908364,0,387352,0,2002
OH,judicial and legal,17531,0,51565688,0,16719,0,2106,0,49116835,0,2448853,0,145241,0,2002
OH,police protection - officers,23751,0,94299333,0,22866,0,2652,0,92551725,0,1747608,0,157024,0,2002
OH,police protection - other,7219,0,19794125,0,6197,0,2843,0,17878978,0,1915147,0,181136,0,2002
OH,fire protection - firefighters,15349,0,59854280,0,12761,0,10770,0,55120135,0,4734145,0,459734,0,2002
OH,fire protection - other,654,0,1900997,0,522,0,481,0,1663501,0,237496,0,23293,0,2002
OH,corrections,8521,0,22403631,0,8243,0,544,0,21809912,0,593719,0,48659,0,2002
OH,highways,13911,0,42158574,0,13138,0,1909,0,40797443,0,1361131,0,136750,0,2002
OH,air transportation,1422,0,4797604,0,1365,0,131,0,4692871,0,104733,0,10070,0,2002
OH,water transport and terminals,44,0,190557,0,42,0,10,0,184612,0,5945,0,496,0,2002
OH,public welfare,26522,0,68748179,0,25490,0,2236,0,66464848,0,2283331,0,180091,0,2002
OH,health,16608,0,46826081,0,15100,0,3786,0,43417704,0,3408377,0,265623,0,2002
OH,hospitals,11384,0,39249687,0,8804,0,3962,0,30634902,0,8614785,0,429711,0,2002
OH,solid waste management,3370,0,9811230,0,3134,0,409,0,9272852,0,538378,0,41479,0,2002
OH,sewerage,6543,0,21930241,0,6402,0,327,0,21584318,0,345923,0,24263,0,2002
OH,parks and recreation,8811,0,21979092,0,5611,0,7512,0,17150336,0,4828756,0,564399,0,2002
OH,housing and community development,5549,0,16509188,0,5345,0,503,0,16085494,0,423694,0,35733,0,2002
OH,natural resources,1008,0,2666719,0,956,0,133,0,2565740,0,100979,0,8606,0,2002
OH,water transport and terminals,6974,0,22693336,0,6793,0,539,0,22341701,0,351635,0,32838,0,2002
OH,electric power,1537,0,6168848,0,1521,0,53,0,6133171,0,35677,0,3044,0,2002
OH,gas supply,63,0,207501,0,62,0,2,0,205429,0,2072,0,207,0,2002
OH,transit,6930,0,24192108,0,6491,0,639,0,23421016,0,771092,0,77342,0,2002
OH,education - elementary and secondary instructional,169194,0,613169042,0,157207,0,26642,0,584642442,0,28526600,0,2003689,0,2002
OH,education - elementary and secondary other,82703,0,182494302,0,62800,0,37999,0,148979723,0,33514579,0,3335618,0,2002
OH,education - higher education instructional,2885,0,9941996,0,1188,0,3320,0,5846294,0,4095702,0,285624,0,2002
OH,education - higher education other,3215,0,9081070,0,2033,0,2637,0,7174349,0,1906721,0,200802,0,2002
OH,libraries,9254,0,23402085,0,6212,0,6479,0,18123305,0,5278780,0,519133,0,2002
OH,other and unallocable,10238,0,28862097,0,9194,0,2658,0,26831477,0,2030620,0,188382,0,2002
OK,total,139271,0,343380168,0,128864,0,30758,0,325704544,0,17675624,0,1806478,0,2002
OK,financial administration,3179,0,7201798,0,3073,0,436,0,6988475,0,213323,0,21577,0,2002
OK,other government administration,2112,0,5953824,0,2005,0,1495,0,5637649,0,316175,0,22759,0,2002
OK,judicial and legal,1375,0,3459404,0,1276,0,387,0,3225332,0,234072,0,19247,0,2002
OK,police protection - officers,6658,0,19990384,0,6519,0,336,0,19792870,0,197514,0,23713,0,2002
OK,police protection - other,2120,0,4427827,0,1957,0,514,0,4187184,0,240643,0,29789,0,2002
OK,fire protection - firefighters,3969,0,15144186,0,3852,0,1307,0,14960788,0,183398,0,22757,0,2002
OK,fire protection - other,182,0,514731,0,172,0,34,0,500337,0,14394,0,1644,0,2002
OK,corrections,1086,0,2149191,0,1032,0,113,0,2064634,0,84557,0,9636,0,2002
OK,highways,6033,0,12271251,0,5787,0,423,0,11901067,0,370184,0,43202,0,2002
OK,air transportation,298,0,925402,0,278,0,41,0,898412,0,26990,0,3456,0,2002
OK,water transport and terminals,21,0,73860,0,21,0,1,0,72860,0,1000,0,35,0,2002
OK,public welfare,342,0,542373,0,301,0,88,0,482890,0,59483,0,6795,0,2002
OK,health,2412,0,6042356,0,2217,0,539,0,5711930,0,330426,0,34063,0,2002
OK,hospitals,9338,0,24710825,0,7975,0,2675,0,21715619,0,2995206,0,239629,0,2002
OK,solid waste management,1143,0,2465296,0,1082,0,119,0,2380160,0,85136,0,11355,0,2002
OK,sewerage,1274,0,3259898,0,1257,0,83,0,3218818,0,41080,0,4329,0,2002
OK,parks and recreation,2166,0,4808607,0,1731,0,1052,0,4226272,0,582335,0,77729,0,2002
OK,housing and community development,1276,0,2926325,0,1164,0,255,0,2751941,0,174384,0,19335,0,2002
OK,natural resources,325,0,674516,0,301,0,89,0,631575,0,42941,0,4683,0,2002
OK,water transport and terminals,2592,0,6060969,0,2471,0,405,0,5834703,0,226266,0,23967,0,2002
OK,electric power,449,0,1247546,0,436,0,26,0,1228246,0,19300,0,1993,0,2002
OK,gas supply,52,0,122227,0,52,0,2,0,119578,0,2649,0,162,0,2002
OK,transit,269,0,741731,0,250,0,29,0,712706,0,29025,0,3439,0,2002
OK,education - elementary and secondary instructional,58886,0,160047778,0,56165,0,9780,0,155078695,0,4969083,0,460717,0,2002
OK,education - elementary and secondary other,27499,0,47205136,0,23760,0,9033,0,41821570,0,5383566,0,632555,0,2002
OK,education - higher education instructional,218,0,794072,0,145,0,376,0,544905,0,249167,0,12549,0,2002
OK,education - higher education other,302,0,949016,0,296,0,21,0,933079,0,15937,0,1211,0,2002
OK,libraries,1190,0,2542400,0,902,0,731,0,2153777,0,388623,0,51710,0,2002
OK,other and unallocable,2505,0,6127239,0,2387,0,368,0,5928472,0,198767,0,22442,0,2002
OR,total,128214,0,422668898,0,108441,0,52978,0,377834226,0,44834672,0,3467169,0,2002
OR,financial administration,2892,0,10943321,0,2763,0,263,0,10604408,0,338913,0,23207,0,2002
OR,other government administration,2786,0,10501214,0,2588,0,551,0,9941487,0,559727,0,35314,0,2002
OR,judicial and legal,1705,0,6088101,0,1579,0,372,0,5694284,0,393817,0,22582,0,2002
OR,police protection - officers,5313,0,23935961,0,5253,0,191,0,23773633,0,162328,0,10664,0,2002
OR,police protection - other,1885,0,6406402,0,1778,0,271,0,6130619,0,275783,0,18620,0,2002
OR,fire protection - firefighters,3120,0,15036221,0,3024,0,964,0,14828026,0,208195,0,18426,0,2002
OR,fire protection - other,379,0,1412199,0,338,0,149,0,1307022,0,105177,0,7924,0,2002
OR,corrections,3977,0,13658611,0,3784,0,520,0,13149629,0,508982,0,33833,0,2002
OR,highways,3954,0,14039896,0,3873,0,159,0,13832698,0,207198,0,14773,0,2002
OR,air transportation,552,0,2588753,0,527,0,65,0,2495261,0,93492,0,4082,0,2002
OR,water transport and terminals,339,0,1371039,0,332,0,17,0,1360955,0,10084,0,1204,0,2002
OR,public welfare,1119,0,3925215,0,968,0,262,0,3588612,0,336603,0,26258,0,2002
OR,health,4963,0,15563565,0,3942,0,2475,0,13187184,0,2376381,0,179202,0,2002
OR,hospitals,2084,0,6183963,0,1496,0,823,0,4752701,0,1431262,0,100852,0,2002
OR,solid waste management,538,0,1855335,0,488,0,105,0,1736206,0,119129,0,8922,0,2002
OR,sewerage,1613,0,6108926,0,1573,0,107,0,6012157,0,96769,0,7589,0,2002
OR,parks and recreation,2483,0,6884602,0,1536,0,3566,0,5132864,0,1751738,0,164248,0,2002
OR,housing and community development,1052,0,3468075,0,1006,0,116,0,3362141,0,105934,0,8075,0,2002
OR,natural resources,599,0,1689527,0,545,0,145,0,1564459,0,125068,0,10271,0,2002
OR,water transport and terminals,1996,0,7270958,0,1909,0,224,0,7057599,0,213359,0,15655,0,2002
OR,electric power,893,0,4415191,0,853,0,88,0,4278133,0,137058,0,6805,0,2002
OR,gas supply,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002
OR,transit,3190,0,11654585,0,2936,0,366,0,11002734,0,651851,0,44685,0,2002
OR,education - elementary and secondary instructional,45578,0,152178944,0,38220,0,17106,0,135430204,0,16748740,0,1288277,0,2002
OR,education - elementary and secondary other,21019,0,49041553,0,16319,0,10666,0,40790392,0,8251161,0,820944,0,2002
OR,education - higher education instructional,3098,0,13803645,0,2051,0,4904,0,8884758,0,4918887,0,184414,0,2002
OR,education - higher education other,5411,0,14483352,0,4160,0,5555,0,12005458,0,2477894,0,220168,0,2002
OR,libraries,1471,0,3947667,0,905,0,1343,0,2805637,0,1142030,0,99651,0,2002
OR,other and unallocable,4205,0,14212077,0,3695,0,1605,0,13124965,0,1087112,0,90524,0,2002
PA,total,408441,0,1370232889,0,366251,0,107156,0,1289715239,0,80517650,0,7241857,0,2002
PA,financial administration,7963,0,23156432,0,7119,0,3941,0,20900186,0,2256246,0,168437,0,2002
PA,other government administration,9519,0,28000446,0,8382,0,9488,0,24899381,0,3101065,0,220598,0,2002
PA,judicial and legal,14758,0,41513360,0,14150,0,1519,0,40298955,0,1214405,0,106129,0,2002
PA,police protection - officers,21215,0,87731941,0,19629,0,3634,0,84874620,0,2857321,0,276427,0,2002
PA,police protection - other,4892,0,13806919,0,3324,0,4585,0,10599344,0,3207575,0,271986,0,2002
